parent_asin,category,title,description,brand,price,average_rating,rating_count,review_text,search_text
B007MF3O72,Home Audio & Theater,Philips Sony KDS-R5OXBR1 KDSR5OXBR1 Lamp with Housing XL5100,Sony KDS-R5OXBR1 KDSR5OXBR1 Lamp with Housing XL5100,Philips,85.88,3.9,152,Does not seem to be as bright as other Sony Lamps I have gotten in the past.  Also there was no indication on bulb or packaging saying it is a Sony bulb.,Category: Home Audio & Theater | Brand: Philips | Product: Philips Sony KDS-R5OXBR1 KDSR5OXBR1 Lamp with Housing XL5100 | Description: Sony KDS-R5OXBR1 KDSR5OXBR1 Lamp with Housing XL5100 | Price: $85.88
B00A6JOT9S,Computers,"2.5"" Laptop SATA Hard Drive Caddy for Dell Latitude D630 with Screws",Dell Latitude D630 with Screws,Discount18,5.99,4.7,2,worked fine,"Category: Computers | Brand: Discount18 | Product: 2.5"" Laptop SATA Hard Drive Caddy for Dell Latitude D630 with Screws | Description: Dell Latitude D630 with Screws | Price: $5.99"
B00IV4B9A2,Home Audio & Theater,"Audioquest Rocket 44 SBW Series 500 Silver Bananas, Single Cable, 5'",,AudioQuest,239.98,4.6,5,Great Cables! works great,"Category: Home Audio & Theater | Brand: AudioQuest | Product: Audioquest Rocket 44 SBW Series 500 Silver Bananas, Single Cable, 5' | Description:  | Price: $239.98"
B0075NU5KU,Tools & Home Improvement,100' 6/4 SOOW Wire Cord Cable Portable Power 6 Gauge 4 Conductor,Fully annealed stranded bare copper per ASTM B-174.,trueCABLE,595.19,4.7,152,"I made into an extension cord. Cars drive over it when it is laying across driveway, it gets dragged over gravel and often through puddles and mud (not connected to power), sits in the summer heat and soft easy to work with, if cord has good durability, I will be very happy with it Exactly what I expected!!!<br />Thank you! 100' section of insulated 6ga. was what I expected and I have no complaints. This was a great product.  My electrician could not believe the price that I paid for it.  He is still impressed and has mentioned what a deal it was numerous times.  Great cover, great wire, all arou",Category: Tools & Home Improvement | Brand: trueCABLE | Product: 100' 6/4 SOOW Wire Cord Cable Portable Power 6 Gauge 4 Conductor | Description: Fully annealed stranded bare copper per ASTM B-174. | Price: $595.19
B003UIZCPW,Computers,500GB 2.5 Inchs SATA HDD Hard Disk Drive for Apple MacBook Late 2006 Late 2007 MA254LL/A 1.83GHz MA255LL/A 2.0GHz MA472LL/A 2.0GHz MA699LL/A MA699LL/A 1.83GHz MA700LL/A 2.0GHz MA701LL/A 2.0GHz MB061LL/A 2.0GHz MB061LL/B 2.0GHz Laptops,,Brand Name Manufacture,33.99,5.0,1,Upgraded an old laptop with this new hard drive and was easy to install and works flawlessly.  The price was right. Highly recommend.,Category: Computers | Brand: Brand Name Manufacture | Product: 500GB 2.5 Inchs SATA HDD Hard Disk Drive for Apple MacBook Late 2006 Late 2007 MA254LL/A 1.83GHz MA255LL/A 2.0GHz MA472LL/A 2.0GHz MA699LL/A MA699LL/A 1.83GHz MA700LL/A 2.0GHz MA701LL/A 2.0GHz MB061LL/A 2.0GHz MB061LL/B 2.0GHz Laptops | Description:  | Price: $33.99
B0BP8BCCRZ,Computers,"SANWA Rolling Laptop Bag with Lock, 22L Cabin Size, Water Resistant, Overnight Computer Briefcase on Wheels, Business & Travel &Carry On Luggage Bag with Telescoping Handle, 14-inch PC, for Men Women",,SANWA SUPPLY,139.99,4.3,113,"The bag is good quality.  The wheels roll smoothly.  I have had several people ask me where I bought it.  I carry 2 laptops and lots of files.  It has held up very well. I  use it twice a day for the past month.  No issues.  I did purchase the extended 3-year warranty just in case.<br />It does tip forward, but it  doesn't concern me Very well made and lots of storage places and having the locking feature is a plus. It just arrived and it is exactly as described and shown in the listing.  It is beautiful, spacious and has divided compartments for office/work items needed when traveling.  Also, the weight is less  I am using this for securing documents while traveling between my office and home and as my office in a box. I was able to program the lock and it is easy to use. The bag is perfect, holding my comput","Category: Computers | Brand: SANWA SUPPLY | Product: SANWA Rolling Laptop Bag with Lock, 22L Cabin Size, Water Resistant, Overnight Computer Briefcase on Wheels, Business & Travel &Carry On Luggage Bag with Telescoping Handle, 14-inch PC, for Men Women | Description:  | Price: $139.99"
B07SZ9Q654,All Electronics,Electriduct Edge Mount Power/Data Distribution Unit (3 Power / 1 Data Port w/ 6ft Power Cord),Designed to clamp on the edge of desks to provide power.,Electriduct,49.98,4.5,2,These things are great for the price.  We are using them in our start-up office. The assemble Edge is a great worktop (desk) mounted power distribution or power strip with room for expansion to 1 additional function. I choose to add a USB port which required some ingenuity to get ,Category: All Electronics | Brand: Electriduct | Product: Electriduct Edge Mount Power/Data Distribution Unit (3 Power / 1 Data Port w/ 6ft Power Cord) | Description: Designed to clamp on the edge of desks to provide power. | Price: $49.98
B09Z2SDZ34,,NZUNA Art Paper Singer Stickers 55pcs Rapper Stickers Skateboard Computer Laptop Car Water Bottle Stickers for Adults Kids Teens,"Our sticker is made up of PVC, with high quality and the function of waterproof and sun-protection, you can feel free to post anywhere you like, such as a laptop, cellphone, kindle, guitar, bike, bottles,Water Bottles, notebooks and desktop etc. 50Laptop Stickers, Network Buzzword Stickers. Vary from 2.5"" to 3.5"" to meet all your need in use, bottles, notebooks, laptops and desktop. Clear picture and exquisite printing. Easy to remove and do not leave a residue. Can easily peel off and stick on ",ART OF THE DIET,7.0,4.4,105,Peel a little but probably because it is on my iPad cover and I folded it but the quality is a good matte finish and isn’t any knock off photos!‼️ Put some on water bottle gave rest to co worker! Pretty cool!   [[VIDEOID:a3c833a86f75b9a401881686574a7cb7]] They were smaller than expected but super cute and I covered my laptop and still had some left over so Id Say get them! I bought this for my 16-year-old son’s room and he absolutely loves them. You can obviously design them in anyway you want which is part of the fun all of his friends that come over ask me where I got,"Category: nan | Brand: ART OF THE DIET | Product: NZUNA Art Paper Singer Stickers 55pcs Rapper Stickers Skateboard Computer Laptop Car Water Bottle Stickers for Adults Kids Teens | Description: Our sticker is made up of PVC, with high quality and the function of waterproof and sun-protection, you can feel free to post anywhere you like, such as a laptop, cellphone, kindle, guitar, bike, bottles,Water Bottles, notebooks and desktop etc. 50Laptop Stickers, Network Buzzword Stickers. Vary fro | Price: $7.00"
B01AC7IBJ2,Industrial & Scientific,Compatible with Toyota Tacoma 2012 2013 2014 2015 Double DIN Car Stereo Harness Radio Install Kit Gloss Dash,This Package Includes the Following Items: 1 x Metra 95-8235CHG Double DIN Charcoal Install Dash Kit for 12-Up Toyota Tacoma 1 x Metra 95-8235CHG Double DIN Charcoal Install Dash Kit for 12-Up Toyota Tacoma 1 x Scion Toyota Lexus Subaru Factory Stereo Radio to Aftermarket Radio Harness Adapter 1 x Scion Toyota Lexus Subaru Factory Stereo Radio to Aftermarket Radio Harness Adapter Metra 95-8235CHG Double DIN Charcoal Install Dash Kit for 12-Up Toyota Tacoma: Double DIN head unit provision Double ,Harmony Audio,30.95,3.0,9,"I am happy it’s really good stuff and good quality Worked as advertised. No quedo bien tuve que hacerle unos ajustes para que calzara bien en mi carro Clips made poorly, cover pops loose. Had to make altercations!!! This kit fits perfect and looks like factory installed.",Category: Industrial & Scientific | Brand: Harmony Audio | Product: Compatible with Toyota Tacoma 2012 2013 2014 2015 Double DIN Car Stereo Harness Radio Install Kit Gloss Dash | Description: This Package Includes the Following Items: 1 x Metra 95-8235CHG Double DIN Charcoal Install Dash Kit for 12-Up Toyota Tacoma 1 x Metra 95-8235CHG Double DIN Charcoal Install Dash Kit for 12-Up Toyota Tacoma 1 x Scion Toyota Lexus Subaru Factory Stereo Radio to Aftermarket Radio Harness Adapter 1 x S | Price: $30.95
B00EEFFJ12,All Electronics,Diaphragm for Roland KC500 KC550 Speaker D-420,"Fits Roland: KC-500, KC500, KC 500, KC-550, KC550, KC 550, and many more! For Roland KC550 confirm terminals are side by side and not 180 degrees apart before ordering. Will not fit Roland KC500, KC550 models made in China with terminals on opposite sides.",Simply Speakers,16.93,3.9,23,"waiting for the guy to bring me his speaker / tweeter to repair It works had to shave around outer edge but thats no problem for a perfect fit This was very simple to replace in the KC 500. Remove speaker grill, remove horn, take apart horn (4 metric screws) and lift old diaphragm out. Replace in reverse order. It works perfectly. Better tha As another reviewer stated, you will have to do some minor surgery on the horn to get it to fit. The connectors on the OEM diaphragm are located on opposite sides, and the ground connector is smaller  Simple drop in repolacement for my K-350","Category: All Electronics | Brand: Simply Speakers | Product: Diaphragm for Roland KC500 KC550 Speaker D-420 | Description: Fits Roland: KC-500, KC500, KC 500, KC-550, KC550, KC 550, and many more! For Roland KC550 confirm terminals are side by side and not 180 degrees apart before ordering. Will not fit Roland KC500, KC550 models made in China with terminals on opposite sides. | Price: $16.93"
B00XKGQ71M,Car Electronics,"DTI Car Audio DTIDS650MB4 6.5"" 160W Midbass Driver,Black","DTI 6.5"" 160W MIDBASS",DTI Car Audio,32.57,2.0,1,"This woofer is not too good for a subwoofer system at all, maybe good for a transistor radio but the speaker grill is top notch.","Category: Car Electronics | Brand: DTI Car Audio | Product: DTI Car Audio DTIDS650MB4 6.5"" 160W Midbass Driver,Black | Description: DTI 6.5"" 160W MIDBASS | Price: $32.57"
B08JLH2DKP,Industrial & Scientific,uxcell Flat IC Chipset Thermal Copper Heatsink for CPU GPU 15 x 15 x 1.5mm 20pcs,,uxcell,6.99,4.7,14,Used these 1.5mm shims to copper mod my CMP 90HX (basically the same as RTX 3080's) cards and they worked very well. Memory - paste - copper - paste - heatsink did the trick and temps are about 20-25C,Category: Industrial & Scientific | Brand: uxcell | Product: uxcell Flat IC Chipset Thermal Copper Heatsink for CPU GPU 15 x 15 x 1.5mm 20pcs | Description:  | Price: $6.99
B09LHLS4V4,Industrial & Scientific,"Thermalright Assassin X120 Refined SE ARGB CPU Air Cooler, 4 Heat pipes, TL-C12C-S PWM Fan, Aluminium Heatsink Cover, AGHP Technology, for AMD AM4/AM5/Intel LGA 1150/1151/1155/1156/1200/1700 (SE ARGB)",,Thermalright,18.9,4.7,83,The fan didn't work. Brought it into a computer repair store and definitely didn't work. Had to buy another fan. Silent and keeping the last builds I have done quite cool... great value here. I used this to replace a Ryzen stock Stealth cooler. Dropped temps 4 to 5 degrees with no load and about 20 degrees under full load. Muy bueno y económico comparado con mi cooler de stock de amd que que rondaba unos 60 grados ahora esta a 35 grados y tiene un menor sonido y la iluminación arb es buena muy uniforme. Quietly keeps my 13100 at 50 - 55 C on load. Everything to install on Intel or AMD is included. Only Con: no mount included for a second fan of you wish to add it. RGB connected to Corsair commander u,"Category: Industrial & Scientific | Brand: Thermalright | Product: Thermalright Assassin X120 Refined SE ARGB CPU Air Cooler, 4 Heat pipes, TL-C12C-S PWM Fan, Aluminium Heatsink Cover, AGHP Technology, for AMD AM4/AM5/Intel LGA 1150/1151/1155/1156/1200/1700 (SE ARGB) | Description:  | Price: $18.90"
B00EVI9GYS,All Electronics,RiteAV 1 RJ11 RJ12 Black Coupler Keystone Type Jack Wall Plate,"RiteAV 1 RJ11 RJ12 Black Coupler Keystone Type Jack Wall Plate is easy to install and is the same on the front and back, so you can connect your cabling to them in no time. Simply plug your terminated cables into both sides of the plate the same way. No tools are required. The sturdy construction ensures a long service life and a simple, affordable way to keep your cables hidden. They also provide a neat, convenient way to extend cables that are already in place, without the need for relocating ",RiteAV,11.95,5.0,2,This product so easily did what I needed to do without any wire splicing!! Just plug in the back and front and you are finished. This product so easily did what I needed to do without any wire splicing!! Just plug in the back and front and you are finished.,"Category: All Electronics | Brand: RiteAV | Product: RiteAV 1 RJ11 RJ12 Black Coupler Keystone Type Jack Wall Plate | Description: RiteAV 1 RJ11 RJ12 Black Coupler Keystone Type Jack Wall Plate is easy to install and is the same on the front and back, so you can connect your cabling to them in no time. Simply plug your terminated cables into both sides of the plate the same way. No tools are required. The sturdy construction en | Price: $11.95"
B09PWPVBNF,All Electronics,"HumanCentric VESA Mount Adapter for Samsung Curved Monitors U32R590, U32R590C, U32R592, and U32R591, VESA Adapter Bracket Mounts Monitor to VESA Stand, Arm or Desk Mount with 75x75 or 100x100 mm",,HumanCentric,29.99,4.5,89,"A bit pricey for a piece of metal, but since I wanted to mount my new curved monitors above my desk these are well worth the price. They allowed me to mount my monitors to fit my needs. I may  flip th 100% work Just what I needed. Was easy to setup. Great instructions but frankly it’s so easy to put to tether you don’t even need the instructions. What I like<br />I was bumped my Samsung Curved monitor didn't have a default option to mount the monitor. I was using a Varidesk Pro standup desk and the default stand was way too high when placed on The item works great - it does exactly what it says and was very straightforward to install.  The only drawback is that this adds some depth to the unit, so the monitor sticks out a few inches further","Category: All Electronics | Brand: HumanCentric | Product: HumanCentric VESA Mount Adapter for Samsung Curved Monitors U32R590, U32R590C, U32R592, and U32R591, VESA Adapter Bracket Mounts Monitor to VESA Stand, Arm or Desk Mount with 75x75 or 100x100 mm | Description:  | Price: $29.99"
B08PQ45SWZ,Computers,"Vertical Cable Cat6, UTP, UV Jacket, Outdoor, CMX, Messenger, 1000ft, Black, Bulk Ethernet Cable, Wooden Spool",,VC VERTICAL CABLE,260.0,5.0,19,"Impressed with the Messenger wire, great quality cable. Works for my project. Fixed wireless Internet using Ubiquiti power beams, running up a tower 250 feet in a fixed wireless ISP environment. fast shipping. Good product. Steel wire works great for aerial installation. I have several 100 foot spans without any problem. Good stuff does the job very well Great product at an amazing price.","Category: Computers | Brand: VC VERTICAL CABLE | Product: Vertical Cable Cat6, UTP, UV Jacket, Outdoor, CMX, Messenger, 1000ft, Black, Bulk Ethernet Cable, Wooden Spool | Description:  | Price: $260.00"
B01M5H1JOM,All Electronics,Fancy Buying Laptop Battery Replace for HP Spare 746641-001 740715-001 746458-421 751906-541 OA04041 OA04 OA03 HSTNN-LB5Y HSTNN-LB5S J1U99AA HSTNN-PB5Y TPN-F113 TPN-F115,♣ Can Replace Part Numbers: HP: OA03 OA04 OA04041 J1U99AA F3B94AA 740715-001 746458-421 746641-001 751906-541 HSTNN-LB5Y HSTNN-LB5S HSTNN-PB5Y TPN-F113 TPN-F115  ♣ Compatible Models: HP 240 G2 HP CQ14 HP CQ15 HP Compaq Presario 15-h000 HP Compaq Presario 15-S000,Fancy Buying,18.88,4.1,30,"The battery was exactly right and it works great. Fit well, and seems to work fine. Not packaged as pictured, so I was worried it wasn't really a new one at first and inspected it for signs of wear. - Didn't fix my issue as I misdiagnosed what was wr Quick shipping and works like a charm. Love it! Thanks! A perfect fit for my HP15-r029wm Paid $27 for a long battery life unit but it crapped out in 6 weeks. Just past the ""return it"" date. Bought this battery for half as much money & half the battery life, but it works!!! Very satisfied!",Category: All Electronics | Brand: Fancy Buying | Product: Fancy Buying Laptop Battery Replace for HP Spare 746641-001 740715-001 746458-421 751906-541 OA04041 OA04 OA03 HSTNN-LB5Y HSTNN-LB5S J1U99AA HSTNN-PB5Y TPN-F113 TPN-F115 | Description: ♣ Can Replace Part Numbers: HP: OA03 OA04 OA04041 J1U99AA F3B94AA 740715-001 746458-421 746641-001 751906-541 HSTNN-LB5Y HSTNN-LB5S HSTNN-PB5Y TPN-F113 TPN-F115  ♣ Compatible Models: HP 240 G2 HP CQ14 HP CQ15 HP Compaq Presario 15-h000 HP Compaq Presario 15-S000 | Price: $18.88
B075MZ5KHX,All Electronics,"AC Adapter for Eclipse 1100HR Elliptical Power Supply, New HR/A",,YUSTDA,10.99,3.9,8,It works out of the box...let’s see for how long.<br />I’ll give it 5 stars b/c it was available for my old elliptical machine and the low price.,"Category: All Electronics | Brand: YUSTDA | Product: AC Adapter for Eclipse 1100HR Elliptical Power Supply, New HR/A | Description:  | Price: $10.99"
B0CD7M6PXS,,"AOYODKG 10 inch Tablet,Android 10 Tablet with 4GB RAM 64GB ROM/128GB Expansion Dual 4G Tablet with SIM Card Slot, 8-Core/HD IPS Tablets, 8000mAh, 13MP Dual Camera, WiFi Gaming Tablets(Pink)",,AOYODKG,74.99,2.0,2,What a piece of junk. You can’t do ANYTHING on this tablet without it knocking you off. It’s useless. Don’t waste your money,"Category: nan | Brand: AOYODKG | Product: AOYODKG 10 inch Tablet,Android 10 Tablet with 4GB RAM 64GB ROM/128GB Expansion Dual 4G Tablet with SIM Card Slot, 8-Core/HD IPS Tablets, 8000mAh, 13MP Dual Camera, WiFi Gaming Tablets(Pink) | Description:  | Price: $74.99"
B00DPOGVBU,Computers,WD Blue 1TB Mobile Hard Disk Drive - 5400 RPM SATA 6 Gb/s 9.5 MM 2.5 Inch - WD10JPVX,,WD,36.99,4.6,1363,The first drive I was having trouble with.  So I requested a replacement annd received it very quickly.  No hassle with service. Overall I'm a happy customer everything is working fine.<br /><br />Tha,Category: Computers | Brand: WD | Product: WD Blue 1TB Mobile Hard Disk Drive - 5400 RPM SATA 6 Gb/s 9.5 MM 2.5 Inch - WD10JPVX | Description:  | Price: $36.99
B08ZNLTVR8,Cell Phones & Accessories,"Besoar for Airpod 1&2 Case, 3D Silicone Fashion Cool Air pods Cover,Stylish Unique Trendy Hypebeast Funny Fun Design Designer for Men Boys Youth Teen Kids Soft Cases for Airpods 2/1 (Black Controller)",,Besoar,10.99,4.5,453,"Adorable , functional, easy to use. 👍🏻👍🏻👍🏻👍🏻👍🏻 Looks cool. Doesnt always stay closed. I look down sometimes and its open. Makes me afraid my AirPods will get knocked out on the ground without me noticing Great item to bulky Wish the top would stay on","Category: Cell Phones & Accessories | Brand: Besoar | Product: Besoar for Airpod 1&2 Case, 3D Silicone Fashion Cool Air pods Cover,Stylish Unique Trendy Hypebeast Funny Fun Design Designer for Men Boys Youth Teen Kids Soft Cases for Airpods 2/1 (Black Controller) | Description:  | Price: $10.99"
B08T44Y45F,Computers,"SCREENARAMA New Screen Replacement for Lenovo Ideapad S145-14IWL, FHD 1920x1080, IPS, Matte, LCD LED Display with Tools",,SCREENARAMA,53.58,5.0,3,It has saved my screen on my tablet more than once. Omg..... I am so happy with this screen. I loved that it came with the tools I needed. It was an easy install. And my screen looks like it did when I brought it. I loveeeee the way they packaged the r,"Category: Computers | Brand: SCREENARAMA | Product: SCREENARAMA New Screen Replacement for Lenovo Ideapad S145-14IWL, FHD 1920x1080, IPS, Matte, LCD LED Display with Tools | Description:  | Price: $53.58"
B00XJMZ2G8,Car Electronics,Metra 44-FD810 Rectangler Base Antenna Cable for 1965-Up/Oval Base 1979 Ford,Replacement Antenna for Select Ford Vehicles,Metra,31.99,4.0,21,"Works great on old Fords. I would purchase again. Fit as orifginal Fit great easy to install It works well, install was easy. Came promptly works fine LEDs highly visible so far so good",Category: Car Electronics | Brand: Metra | Product: Metra 44-FD810 Rectangler Base Antenna Cable for 1965-Up/Oval Base 1979 Ford | Description: Replacement Antenna for Select Ford Vehicles | Price: $31.99
B00000J3II,All Electronics,Iomega 10919 Zip 100 Drive (Parallel Port),Amazon.com Take advantage of your PC's easy-to-use parallel port to start enjoying the convenience of a 100MB External Zip(r) drive right now. From the Manufacturer Iomega Zip 100 external parallel for PC with power supply and software affordable personal storage to move and backup your stuff ... anywhere. One-year warranty.,Iomega,295.55,3.8,69,"This item is supported on Windows 95 and earlier operating systems :( I bought this to transfer data from old disks only to find that this device isn't supported on anything later than Windows 95. Iom don't have it working yet. Could not use it in the condition in which it arrived.  Had to scrounge up a power supply and cable.  Finally got the above but the item would not work.  I dont know if it was the device, the power su ok i like this",Category: All Electronics | Brand: Iomega | Product: Iomega 10919 Zip 100 Drive (Parallel Port) | Description: Amazon.com Take advantage of your PC's easy-to-use parallel port to start enjoying the convenience of a 100MB External Zip(r) drive right now. From the Manufacturer Iomega Zip 100 external parallel for PC with power supply and software affordable personal storage to move and backup your stuff ... an | Price: $295.55
B07NRR85WK,Cell Phones & Accessories,GPS Car Mount Cup Holder with Adjustable Arm for Garmin - Replacement GPS Cupholder Ball Mount for Garmin Nuvi Dezl Drive Drivesmart Zumo Driveassist DriveLuxe StreetPilot RV Portable Navigator,,1Zero,19.99,4.2,2358,"I bought this for my Garmin Gps to fit in my cup holder. I love it, it's so easy to use and it will fit in any cup holder! It keeps my Gps out of the sun! This is like the cup phone advertised for phones - except it is for the German GPS with ball mount.  I love this tool, it is holding the Garmin Nuvi, now in the center console of my Ram 1500, perfect  works well in my car, I use my portable gps instead of the built in unit in the car...like it better and this device holds it in a good position. I haven't actually used it yet, but I do have it set up though. This adjustable GPS cup holder base, displays my GPS and it acquires a satellite quicker.",Category: Cell Phones & Accessories | Brand: 1Zero | Product: GPS Car Mount Cup Holder with Adjustable Arm for Garmin - Replacement GPS Cupholder Ball Mount for Garmin Nuvi Dezl Drive Drivesmart Zumo Driveassist DriveLuxe StreetPilot RV Portable Navigator | Description:  | Price: $19.99
B088TC7LQH,Car Electronics,YuYue Radio Stereo Panel for Honda CRV 2007-2012 2 Din Car Radio Frame Fascia Panel DVD Stereo CD Panel Dash Mount Refit Installation Trim Kit Frame (Black),"Compatible model : HONDA CRV 2007-2012 Specification: Item Type: car radio fascia. Material Type: ABS plastic,high quality guarantee. Color:Black(as picture). Placement:Dashboard installation trim kit frame. Size Type: Double din (outer frame size: 178 * 102mm inner frame size: 173 * 98mm). Place of Origin: China (Mainland). Condition :100% New product. Feature : For the installation of car dashboard installation trim kit frame. No modifications necessary . Easily to install and uninstall. seaml",YUYUE,19.99,3.2,6,"I cracked my factory panel while I was working on my stereo equipment and i thought I was just gonna have to deal with it looking terrible, bug then I came across this. It fits perfectly and looks gre","Category: Car Electronics | Brand: YUYUE | Product: YuYue Radio Stereo Panel for Honda CRV 2007-2012 2 Din Car Radio Frame Fascia Panel DVD Stereo CD Panel Dash Mount Refit Installation Trim Kit Frame (Black) | Description: Compatible model : HONDA CRV 2007-2012 Specification: Item Type: car radio fascia. Material Type: ABS plastic,high quality guarantee. Color:Black(as picture). Placement:Dashboard installation trim kit frame. Size Type: Double din (outer frame size: 178 * 102mm inner frame size: 173 * 98mm). Place of | Price: $19.99"
B077MJVNQD,Computers,UL Listed Superer 65W AC Charger Fit for Acer Aspire N17C4 N17C3 5 A515-41G A615-51G A517-51 A517-51G Laptop Power Supply Cord,Superer Charger Fit for Acer Aspire N17C4 N17C3 5 A515-41G A615-51G A517-51 A517-51G Laptop,Superer,21.99,4.5,137,"I bought this as an extra power cord for my laptop to keep in my office so I don't have to keep bringing the power cord that I have in the living room back and forth. I've had it barely a week, and so Worked for my laptop as was described in the listing. I would buy this product again. I lost my original charger and this was a great, affordable replacement. I would buy this product again. I lost my original charger and this was a great, affordable replacement. Good product, works well",Category: Computers | Brand: Superer | Product: UL Listed Superer 65W AC Charger Fit for Acer Aspire N17C4 N17C3 5 A515-41G A615-51G A517-51 A517-51G Laptop Power Supply Cord | Description: Superer Charger Fit for Acer Aspire N17C4 N17C3 5 A515-41G A615-51G A517-51 A517-51G Laptop | Price: $21.99
B06XF9RWNR,Automotive,"FreedConn TCOM-SC Motorcycle Helmet Bluetooth Intercom Headset Communication Systems Kit, for 2 or 3 Riders, LCD Screen/FM Radio/Mobile phone/MP3/GPS Connective/Range 800m / Handsfree (2 Set)",,FreedConn,119.99,4.3,64,"BEWARE!  As of this date QSPORTPEAK is shipping the wrong unit.  They are shipping the new style speakers/mic whihc is not compatible with the original system and will not connect to it.  As well, it  In the beginning, I had some very minor issues with my headset going quiet all of a sudden without known issues. I talked to the tech of the company and they were very detailed and prompt on helping m Much better than my builtin Bluetooth intercom set. Got a Hawk h-66 cheapo helmet.  Bluetooth in it sucks pond water. Awesome product. Went riding in the woods for 3 hours, only used a quarter of battery. Clear Bluetooth, clear intercom,  no background noise through mic. Couldn’t be happier. Didn’t test range but def Have 4 sets....","Category: Automotive | Brand: FreedConn | Product: FreedConn TCOM-SC Motorcycle Helmet Bluetooth Intercom Headset Communication Systems Kit, for 2 or 3 Riders, LCD Screen/FM Radio/Mobile phone/MP3/GPS Connective/Range 800m / Handsfree (2 Set) | Description:  | Price: $119.99"
B00THEG5S6,Home Audio & Theater,StarTech.com DisplayPort to HDMI Adapter - 4K 30Hz Compact DP 1.2 to HDMI 1.4 Video Converter - DP++ to HDMI Monitor/TV - Passive DP to HDMI Cable Adapter - Latching DP Connector (DP2HD4KADAP),"This DisplayPort to HDMI adapter supports 4K video resolution, enabling you to connect DisplayPort devices, such as an Ultrabook or desktop computer, to a 4K HDMI display or projector. Astonishing 4K picture quality You will be amazed at how this adapter flawlessly manages your graphics-intensive content. With support for resolutions up to 4K - four times the resolution of high-definition 1080p - its lossless performance makes the adapter the ideal solution for high-resource applications such as",StarTech,17.37,4.0,44,"Does not pass 4:4:4 to my 4K TV. I assumed that this would support audio, but it does not. I just bought another one from a different brand that claims to support audio, so hopefully the other one works. The video was great, but I ne Works very well with a 4K screen. Works as advertised and no drivers required, at least with my HP laptop running Windows 10 Originally bought 2 of these for my two computers for Oculus Rift.  They work for about 5-6months and then they started exhibiting a problem if your GPU puts out a lot of heat and heats up the adapter","Category: Home Audio & Theater | Brand: StarTech | Product: StarTech.com DisplayPort to HDMI Adapter - 4K 30Hz Compact DP 1.2 to HDMI 1.4 Video Converter - DP++ to HDMI Monitor/TV - Passive DP to HDMI Cable Adapter - Latching DP Connector (DP2HD4KADAP) | Description: This DisplayPort to HDMI adapter supports 4K video resolution, enabling you to connect DisplayPort devices, such as an Ultrabook or desktop computer, to a 4K HDMI display or projector. Astonishing 4K picture quality You will be amazed at how this adapter flawlessly manages your graphics-intensive co | Price: $17.37"
B019HHRI92,Industrial & Scientific,HA-PW4BLU-10 4 Gauge 4GA Car Stereo Matte Blue Power Cable Amp Wire - 10 FT,Features 4 gauge ultra flexible blue matte CCA power wire 4 gauge ultra flexible blue matte CCA power wire Stranded braid design for maximum power transfer Stranded braid design for maximum power transfer Black color also available Black color also available Sold as a 10 Foot continuous length cable Sold as a 10 Foot continuous length cable,Harmony Audio,11.89,4.3,7,"Very soft durable coating and cable is very flexible with great quality, enough said. Good product.  Would have given 5 stars if it were true 4 gauge wire.  Works for what I need.",Category: Industrial & Scientific | Brand: Harmony Audio | Product: HA-PW4BLU-10 4 Gauge 4GA Car Stereo Matte Blue Power Cable Amp Wire - 10 FT | Description: Features 4 gauge ultra flexible blue matte CCA power wire 4 gauge ultra flexible blue matte CCA power wire Stranded braid design for maximum power transfer Stranded braid design for maximum power transfer Black color also available Black color also available Sold as a 10 Foot continuous length cable | Price: $11.89
B00U5TRCGQ,Computers,"TRENDnet 16-Port Gigabit PoE+ Switch, 16 x Gigabit PoE+ Ports, 246W PoE Power Budget, 32 Gbps Switching Capacity, Desktop Switch, Ethernet Network Switch, Metal, Lifetime Protection, Black, TPE-TG160g","TRENDnet’s 16-Port Gigabit PoE+ Switch, model TPE-TG160g, offers 16 x Gigabit PoE+ ports, a 32 Gbps switching capacity, and a PoE power budget of 246 Watts. This rugged metal switch comes with a rack mount kit. PoE Camera Flexibility The switch recognizes non-PoE, PoE (15.4 W), and PoE+ (30 W) cameras (or other PoE devices) and supplies the required amount of power automatically. Full PoE Power The large 246 Watt PoE power budget supplies full PoE power to every port, thereby maximizing the numb",TRENDnet,299.99,3.6,32,The product does not work on anything other than Microsoft Internet Explorer.  It does not support Edge/ Chrome or any other browser. The fan is louder than any electronic component I've ever owned. I have a 2800 cfm fan on my race car that isn't even close to this loud. And this runs 100% of the time. This has to be located far fro Good low cost PoE switch...powers our company's new IP phones ....no problems I used this in a very large house with several POE connections it worked flawlessly works well for IP cameras,"Category: Computers | Brand: TRENDnet | Product: TRENDnet 16-Port Gigabit PoE+ Switch, 16 x Gigabit PoE+ Ports, 246W PoE Power Budget, 32 Gbps Switching Capacity, Desktop Switch, Ethernet Network Switch, Metal, Lifetime Protection, Black, TPE-TG160g | Description: TRENDnet’s 16-Port Gigabit PoE+ Switch, model TPE-TG160g, offers 16 x Gigabit PoE+ ports, a 32 Gbps switching capacity, and a PoE power budget of 246 Watts. This rugged metal switch comes with a rack mount kit. PoE Camera Flexibility The switch recognizes non-PoE, PoE (15.4 W), and PoE+ (30 W) camer | Price: $299.99"
